Gene ID,source_id,Organism,Product Description,Protein Length,Molecular Weight,Superfamily Description,# TM Domains,Computed GO Functions
GL50803_0016575,GL50803_0016575_t1,Giardia Assemblage A isolate WB 2019,ABC transporter family protein,1085,120335,P-loop containing nucleoside triphosphate hydrolase,6,ABC-type transporter activity;ATP binding
GL50803_0016577,GL50803_0016577_t1,Giardia Assemblage A isolate WB 2019,unspecified product,637,71861,N/A,12,N/A
GL50803_0016578,GL50803_0016578_t1,Giardia Assemblage A isolate WB 2019,unspecified product,871,97150,N/A,0,N/A
GL50803_0016581,GL50803_0016581_t1,Giardia Assemblage A isolate WB 2019,unspecified product,319,35662,N/A,0,N/A
GL50803_0016582,GL50803_0016582_t1,Giardia Assemblage A isolate WB 2019,unspecified product,221,25038,N/A,0,N/A
GL50803_0016585,GL50803_0016585_t1,Giardia Assemblage A isolate WB 2019,AAA domain-containing protein,1431,160356,P-loop containing nucleoside triphosphate hydrolase,0,N/A
GL50803_0016587,GL50803_0016587_t1,Giardia Assemblage A isolate WB 2019,Kinase,307,34108,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50803_0016588,GL50803_0016588_t1,Giardia Assemblage A isolate WB 2019,Ribosomal protein P2,122,11953,N/A,0,structural constituent of ribosome
GL50803_0016592,GL50803_0016592_t1,Giardia Assemblage A isolate WB 2019,ABC transporter family protein,2254,252461,P-loop containing nucleoside triphosphate hydrolase,15,ABC-type transporter activity;ATP binding
GL50803_0016595,GL50803_0016595_t1,Giardia Assemblage A isolate WB 2019,PX domain-containing protein,1811,201008,PX domain superfamily,0,phosphatidylinositol binding
GL50803_0016596,GL50803_0016596_t1,Giardia Assemblage A isolate WB 2019,PX domain-containing protein,599,66906,PX domain superfamily,0,phosphatidylinositol binding
GL50803_0016598,GL50803_0016598_t1,Giardia Assemblage A isolate WB 2019,Mannose-1-phosphate guanyltransferase,514,55368,Nucleotide-diphospho-sugar transferases,0,nucleotidyltransferase activity
GL50803_0016599,GL50803_0016599_t1,Giardia Assemblage A isolate WB 2019,Nucleotidyl cyclase,2190,245670,Nucleotide cyclase,11,N/A
GL50803_0016601,GL50803_0016601_t1,Giardia Assemblage A isolate WB 2019,unspecified product,644,71981,N/A,0,N/A
GL50803_0016602,GL50803_0016602_t1,Giardia Assemblage A isolate WB 2019,unspecified product,782,86087,Armadillo-type fold,0,RNA binding
GL50803_0016603,GL50803_0016603_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1308,145573,N/A,0,N/A
GL50803_0016604,GL50803_0016604_t1,Giardia Assemblage A isolate WB 2019,unspecified product,3377,376388,N/A,0,N/A
GL50803_0016605,GL50803_0016605_t1,Giardia Assemblage A isolate WB 2019,ABC transporter family protein,859,95914,P-loop containing nucleoside triphosphate hydrolase,8,ATP binding
GL50803_0016606,GL50803_0016606_t1,Giardia Assemblage A isolate WB 2019,unspecified product,944,104427,N/A,0,N/A
GL50803_0016607,GL50803_0016607_t1,Giardia Assemblage A isolate WB 2019,unspecified product,324,37224,CYTH-like domain superfamily,0,polynucleotide 5'-phosphatase activity
GL50803_0016612,GL50803_0016612_t1,Giardia Assemblage A isolate WB 2019,Tyrosyl-tRNA synthetase,387,43486,N/A,0,ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tyrosine-tRNA ligase activity
GL50803_0016613,GL50803_0016613_t1,Giardia Assemblage A isolate WB 2019,unspecified product,953,105873,N/A,0,N/A
GL50803_0016615,GL50803_0016615_t1,Giardia Assemblage A isolate WB 2019,A49-like RNA polymerase I associated factor,535,59825,N/A,0,N/A
GL50803_0016622,GL50803_0016622_t1,Giardia Assemblage A isolate WB 2019,unspecified product,380,43404,N/A,0,N/A
GL50803_0016623,GL50803_0016623_t1,Giardia Assemblage A isolate WB 2019,putative Nudix hydrolase,168,19182,NUDIX hydrolase-like domain superfamily,0,N/A
GL50803_0016629,GL50803_0016629_t1,Giardia Assemblage A isolate WB 2019,unspecified product,795,87733,N/A,1,N/A
GL50803_0016630,GL50803_0016630_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1268,140634,N/A,0,N/A
GL50803_0016635,GL50803_0016635_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1317,149739,N/A,0,N/A
GL50803_0016636,GL50803_0016636_t1,Giardia Assemblage A isolate WB 2019,Rab2b,227,24595,P-loop containing nucleoside triphosphate hydrolase,0,GTP binding;GTPase activity
GL50803_0016637,GL50803_0016637_t1,Giardia Assemblage A isolate WB 2019,unspecified product,302,33574,N/A,0,N/A
GL50803_0016638,GL50803_0016638_t1,Giardia Assemblage A isolate WB 2019,unspecified product,587,65339,N/A,0,N/A
GL50803_0016639,GL50803_0016639_t1,Giardia Assemblage A isolate WB 2019,Histone acetyltransferase Elp3,579,64567,Acyl-CoA N-acyltransferase,0,catalytic activity;iron-sulfur cluster binding
GL50803_0016640,GL50803_0016640_t1,Giardia Assemblage A isolate WB 2019,unspecified product,302,32705,Homeobox-like domain superfamily,0,DNA binding;DNA strand exchange activity
GL50803_0016641,GL50803_0016641_t1,Giardia Assemblage A isolate WB 2019,unspecified product,452,48447,N/A,0,N/A
GL50803_0016642,GL50803_0016642_t1,Giardia Assemblage A isolate WB 2019,Polyadenylation specificity factor family protein,1457,161094,N/A,0,N/A
GL50803_0016647,GL50803_0016647_t1,Giardia Assemblage A isolate WB 2019,unspecified product,252,27393,N/A,0,N/A
GL50803_0016648,GL50803_0016648_t1,Giardia Assemblage A isolate WB 2019,unspecified product,772,88365,N/A,0,N/A
GL50803_0016650,GL50803_0016650_t1,Giardia Assemblage A isolate WB 2019,Kinesin-4,1056,117184,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;ATP-dependent microtubule motor activity;microtubule binding;microtubule motor activity
GL50803_0016652,GL50803_0016652_t1,Giardia Assemblage A isolate WB 2019,Ribosomal protein S13,154,17591,"S15/NS1, RNA-binding",0,structural constituent of ribosome
GL50803_0016653,GL50803_0016653_t1,Giardia Assemblage A isolate WB 2019,FYVE zinc finger domain-containing protein,990,103116,"Armadillo-type fold;Zinc finger, FYVE/PHD-type",0,metal ion binding
GL50803_0016658,GL50803_0016658_t1,Giardia Assemblage A isolate WB 2019,"Nucleolar protein, Nop52",542,62392,N/A,0,N/A
GL50803_0016659,GL50803_0016659_t1,Giardia Assemblage A isolate WB 2019,26S proteasome regulatory complex component,414,46157,Winged helix DNA-binding domain superfamily,0,N/A
GL50803_0016660,GL50803_0016660_t1,Giardia Assemblage A isolate WB 2019,Intraflagellar transport protein IFT88,831,93307,Tetratricopeptide-like helical domain superfamily,0,protein binding
GL50803_0016663,GL50803_0016663_t1,Giardia Assemblage A isolate WB 2019,unspecified product,279,32832,N/A,0,N/A
GL50803_0016667,GL50803_0016667_t1,Giardia Assemblage A isolate WB 2019,Acyl-CoA synthetase,905,99472,NAD(P)-binding domain superfamily;Succinyl-CoA synthetase-like,0,N/A
GL50803_0016668,GL50803_0016668_t1,Giardia Assemblage A isolate WB 2019,unspecified product,694,77260,N/A,0,protein binding
GL50803_0016670,GL50803_0016670_t1,Giardia Assemblage A isolate WB 2019,unspecified product,97,10907,N/A,1,N/A
GL50803_0016671,GL50803_0016671_t1,Giardia Assemblage A isolate WB 2019,DinF protein,612,68592,N/A,11,N/A
GL50803_0016672,GL50803_0016672_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,960,106029,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0016674,GL50803_0016674_t1,Giardia Assemblage A isolate WB 2019,unspecified product,971,105779,N/A,0,N/A
GL50803_0016675,GL50803_0016675_t1,Giardia Assemblage A isolate WB 2019,Protein geranylgeranyltransferase/Protein farnesyltransferase,324,37580,N/A,0,protein prenyltransferase activity
GL50803_0016677,GL50803_0016677_t1,Giardia Assemblage A isolate WB 2019,unspecified product,485,52388,N/A,0,N/A
GL50803_0016678,GL50803_0016678_t1,Giardia Assemblage A isolate WB 2019,unspecified product,326,34357,N/A,0,N/A
GL50803_0016679,GL50803_0016679_t1,Giardia Assemblage A isolate WB 2019,unspecified product,593,65737,N/A,0,N/A
GL50803_0016681,GL50803_0016681_t1,Giardia Assemblage A isolate WB 2019,unspecified product,662,74714,N/A,0,N/A
GL50803_0016686,GL50803_0016686_t1,Giardia Assemblage A isolate WB 2019,unspecified product,958,108486,N/A,0,N/A
GL50803_0016687,GL50803_0016687_t1,Giardia Assemblage A isolate WB 2019,"Zinc finger, C3HC4 type (RING finger) domain-containing protein",199,22409,N/A,0,N/A
GL50803_0016690,GL50803_0016690_t1,Giardia Assemblage A isolate WB 2019,unspecified product,872,98020,N/A,0,N/A
GL50803_0016693,GL50803_0016693_t1,Giardia Assemblage A isolate WB 2019,unspecified product,488,55966,N/A,0,N/A
GL50803_0016697,GL50803_0016697_t1,Giardia Assemblage A isolate WB 2019,unspecified product,824,95549,N/A,1,N/A
GL50803_0016699,GL50803_0016699_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1692,188595,N/A,0,N/A
GL50803_0016700,GL50803_0016700_t1,Giardia Assemblage A isolate WB 2019,unspecified product,405,44192,N/A,0,N/A
GL50803_0016701,GL50803_0016701_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1262,140294,N/A,0,N/A
GL50803_0016707,GL50803_0016707_t1,Giardia Assemblage A isolate WB 2019,putative Clusterin associated protein 1,431,48629,N/A,0,N/A
GL50803_0016708,GL50803_0016708_t1,Giardia Assemblage A isolate WB 2019,unspecified product,627,71969,N/A,0,N/A
GL50803_0016709,GL50803_0016709_t1,Giardia Assemblage A isolate WB 2019,WD40 repeat protein,1945,213472,WD40-repeat-containing domain superfamily,0,protein binding
GL50803_0016713,GL50803_0016713_t1,Giardia Assemblage A isolate WB 2019,unspecified product,550,59627,N/A,0,N/A
GL50803_0016715,GL50803_0016715_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1090,121876,N/A,0,N/A
GL50803_0016716,GL50803_0016716_t1,Giardia Assemblage A isolate WB 2019,High cysteine membrane protein Group 5,674,72587,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_0016717,GL50803_0016717_t1,Giardia Assemblage A isolate WB 2019,START domain-containing protein,262,28620,N/A,0,lipid binding
GL50803_0016718,GL50803_0016718_t1,Giardia Assemblage A isolate WB 2019,Partner of Nob1,201,22363,"K Homology domain, type 1 superfamily",0,RNA binding;nucleic acid binding
GL50803_0016720,GL50803_0016720_t1,Giardia Assemblage A isolate WB 2019,Radial spokehead-like protein,840,96047,N/A,0,N/A
GL50803_0016721,GL50803_0016721_t1,Giardia Assemblage A isolate WB 2019,High cysteine membrane protein Group 2,597,64412,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_0016722,GL50803_0016722_t1,Giardia Assemblage A isolate WB 2019,Xaa-Pro dipeptidase,445,49840,Creatinase/aminopeptidase-like,0,N/A
GL50803_0016723,GL50803_0016723_t1,Giardia Assemblage A isolate WB 2019,unspecified product,270,30144,N/A,0,N/A
GL50803_0016728,GL50803_0016728_t1,Giardia Assemblage A isolate WB 2019,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase",491,55112,Protein-tyrosine phosphatase-like,0,phosphatase activity
GL50803_0016729,GL50803_0016729_t1,Giardia Assemblage A isolate WB 2019,unspecified product,353,40531,N/A,0,N/A
GL50803_0016731,GL50803_0016731_t1,Giardia Assemblage A isolate WB 2019,unspecified product,3049,334143,N/A,0,N/A
GL50803_0016732,GL50803_0016732_t1,Giardia Assemblage A isolate WB 2019,unspecified product,262,29641,N/A,0,N/A
GL50803_0016733,GL50803_0016733_t1,Giardia Assemblage A isolate WB 2019,Kinase,601,66909,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50803_0016734,GL50803_0016734_t1,Giardia Assemblage A isolate WB 2019,unspecified product,2653,295750,Armadillo-type fold,0,N/A
GL50803_0016736,GL50803_0016736_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1207,133696,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0016737,GL50803_0016737_t1,Giardia Assemblage A isolate WB 2019,Acid sphingomyelinase,419,47878,Metallo-dependent phosphatase-like,0,hydrolase activity
GL50803_0016745,GL50803_0016745_t1,Giardia Assemblage A isolate WB 2019,Axoneme-associated protein GASP-180,1039,115968,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0016746,GL50803_0016746_t1,Giardia Assemblage A isolate WB 2019,unspecified product,615,67628,N/A,0,N/A
GL50803_0016747,GL50803_0016747_t1,Giardia Assemblage A isolate WB 2019,Rrm3p helicase,772,86475,P-loop containing nucleoside triphosphate hydrolase,0,DNA helicase activity
GL50803_0016750,GL50803_0016750_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1360,153925,N/A,0,N/A
GL50803_0016751,GL50803_0016751_t1,Giardia Assemblage A isolate WB 2019,unspecified product,566,62962,N/A,0,N/A
GL50803_0016758,GL50803_0016758_t1,Giardia Assemblage A isolate WB 2019,unspecified product,373,42636,N/A,0,N/A
GL50803_0016760,GL50803_0016760_t1,Giardia Assemblage A isolate WB 2019,Phenylalanyl-tRNA synthetase beta chain,589,65534,Putative DNA-binding domain superfamily,0,ATP binding;RNA binding;magnesium ion binding;nucleotide binding;phenylalanine-tRNA ligase activity
GL50803_0016761,GL50803_0016761_t1,Giardia Assemblage A isolate WB 2019,unspecified product,737,80470,N/A,0,N/A
GL50803_0016765,GL50803_0016765_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",640,71409,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50803_0016766,GL50803_0016766_t1,Giardia Assemblage A isolate WB 2019,Lysyl-tRNA synthetase,576,65971,"Nucleic acid-binding, OB-fold",0,ATP binding;aminoacyl-tRNA ligase activity;lysine-tRNA ligase activity;nucleic acid binding;nucleotide binding
GL50803_0016768,GL50803_0016768_t1,Giardia Assemblage A isolate WB 2019,unspecified product,3175,354616,N/A,0,N/A
GL50803_0016772,GL50803_0016772_t1,Giardia Assemblage A isolate WB 2019,unspecified product,5280,594252,N/A,2,N/A
GL50803_0016773,GL50803_0016773_t1,Giardia Assemblage A isolate WB 2019,Sec1 family protein,791,88780,Sec1-like superfamily,0,N/A
GL50803_0016774,GL50803_0016774_t1,Giardia Assemblage A isolate WB 2019,Trichohyalin,607,70623,N/A,0,N/A
GL50803_0016779,GL50803_0016779_t1,Giardia Assemblage A isolate WB 2019,Cathepsin B,298,32761,Papain-like cysteine peptidase superfamily,0,cysteine-type peptidase activity
GL50803_0016791,GL50803_0016791_t1,Giardia Assemblage A isolate WB 2019,unspecified product,388,43351,N/A,0,N/A
GL50803_0016792,GL50803_0016792_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",455,50954,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50803_0016793,GL50803_0016793_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1263,136760,N/A,0,N/A
GL50803_0016794,GL50803_0016794_t1,Giardia Assemblage A isolate WB 2019,unspecified product,229,27007,N/A,0,N/A
GL50803_0016795,GL50803_0016795_t1,Giardia Assemblage A isolate WB 2019,Vacuolar protein sorting 4b,483,52608,MIT domain superfamily;P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;ATP hydrolysis activity
GL50803_0016796,GL50803_0016796_t1,Giardia Assemblage A isolate WB 2019,TP53 regulating kinase,241,26747,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity;protein serine/threonine kinase activity
GL50803_0016801,GL50803_0016801_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1287,142549,"Zinc finger, FYVE/PHD-type",0,N/A
GL50803_0016802,GL50803_0016802_t1,Giardia Assemblage A isolate WB 2019,"Kinase, CMGC CDK",291,32862,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity;protein serine/threonine kinase activity
GL50803_0016803,GL50803_0016803_t1,Giardia Assemblage A isolate WB 2019,unspecified product,484,53802,N/A,4,N/A
GL50803_0016804A,GL50803_0016804A_t1,Giardia Assemblage A isolate WB 2019,Outer-arm dynein gamma,2270,258990,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding
GL50803_0016804B,GL50803_0016804B_t1,Giardia Assemblage A isolate WB 2019,Outer-arm dynein gamma,2676,302256,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;dynein intermediate chain binding;dynein light intermediate chain binding;minus-end-directed microtubule motor activity
GL50803_0016805,GL50803_0016805_t1,Giardia Assemblage A isolate WB 2019,Phosphatidylinositol 3- and 4-kinase,2633,294001,Protein kinase-like domain superfamily,2,kinase activity;protein binding;protein serine/threonine kinase activity
GL50803_0016806A,GL50803_0016806A_t1,Giardia Assemblage A isolate WB 2019,putative RNA-dependent helicase p68,741,81447,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;nucleic acid binding
GL50803_0016806B,GL50803_0016806B_t1,Giardia Assemblage A isolate WB 2019,putative RNA-dependent helicase p68,741,81447,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;nucleic acid binding
GL50803_0016808,GL50803_0016808_t1,Giardia Assemblage A isolate WB 2019,PAP2 superfamily protein,318,35196,Phosphatidic acid phosphatase type 2/haloperoxidase superfamily,6,N/A
GL50803_0016810,GL50803_0016810_t1,Giardia Assemblage A isolate WB 2019,DNA-directed DNA polymerase,675,74488,"DNA polymerase, Y-family, little finger domain superfamily;DNA/RNA polymerase superfamily",0,DNA-directed DNA polymerase activity;damaged DNA binding
GL50803_0016811,GL50803_0016811_t1,Giardia Assemblage A isolate WB 2019,unspecified product,832,91877,N/A,0,N/A
GL50803_0016812,GL50803_0016812_t1,Giardia Assemblage A isolate WB 2019,unspecified product,340,39220,N/A,0,N/A
GL50803_0016813,GL50803_0016813_t1,Giardia Assemblage A isolate WB 2019,unspecified product,728,81303,N/A,0,N/A
GL50803_0016814,GL50803_0016814_t1,Giardia Assemblage A isolate WB 2019,unspecified product,263,29717,N/A,0,N/A
GL50803_0016815,GL50803_0016815_t1,Giardia Assemblage A isolate WB 2019,Seven transmembrane protein 1,319,35955,N/A,7,N/A
GL50803_0016817,GL50803_0016817_t1,Giardia Assemblage A isolate WB 2019,putative Transglutaminase/protease,457,52409,Papain-like cysteine peptidase superfamily,0,N/A
GL50803_0016818,GL50803_0016818_t1,Giardia Assemblage A isolate WB 2019,"Glycine-, glutamate-, thienylcyclohexylpiperidine-binding protein",1110,121835,Galactose-binding-like domain superfamily,0,N/A
GL50803_0016819,GL50803_0016819_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1255,139307,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,protein binding
GL50803_0016820,GL50803_0016820_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,786,84959,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0016821,GL50803_0016821_t1,Giardia Assemblage A isolate WB 2019,unspecified product,705,78070,N/A,0,N/A
GL50803_0016823,GL50803_0016823_t1,Giardia Assemblage A isolate WB 2019,Non ATPase subunit MPR1 of 26S proteasome,322,35864,N/A,0,isopeptidase activity;metallopeptidase activity;protein binding
GL50803_0016824,GL50803_0016824_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",823,90576,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50803_0016826,GL50803_0016826_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",497,53019,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50803_0016827,GL50803_0016827_t1,Giardia Assemblage A isolate WB 2019,unspecified product,324,36294,N/A,0,N/A
GL50803_0016829,GL50803_0016829_t1,Giardia Assemblage A isolate WB 2019,Serine/threonine-protein phosphatase 2B regulatory subunit,190,21746,EF-hand domain pair,0,calcium ion binding;calcium-dependent protein serine/threonine phosphatase regulator activity
GL50803_0016830,GL50803_0016830_t1,Giardia Assemblage A isolate WB 2019,putative Spindle pole protein,945,105301,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;ATP-dependent microtubule motor activity;microtubule binding
GL50803_0016833,GL50803_0016833_t1,Giardia Assemblage A isolate WB 2019,Tenascin-like protein,605,64667,N/A,0,N/A
GL50803_0016834,GL50803_0016834_t1,Giardia Assemblage A isolate WB 2019,"Kinase, STE STE11",1837,206492,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50803_0016835,GL50803_0016835_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1016,113984,N/A,2,N/A
GL50803_0016839,GL50803_0016839_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",778,85930,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50803_0016840,GL50803_0016840_t1,Giardia Assemblage A isolate WB 2019,Trichohyalin,1587,176777,WD40-repeat-containing domain superfamily,0,protein binding
GL50803_0016841,GL50803_0016841_t1,Giardia Assemblage A isolate WB 2019,DinF protein,571,64719,N/A,10,N/A
GL50803_0016842,GL50803_0016842_t1,Giardia Assemblage A isolate WB 2019,High cysteine membrane protein Group 2,722,75876,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_0016843,GL50803_0016843_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1210,132501,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0016844,GL50803_0016844_t1,Giardia Assemblage A isolate WB 2019,unspecified product,324,34535,N/A,0,N/A
GL50803_0016860,GL50803_0016860_t1,Giardia Assemblage A isolate WB 2019,unspecified product,606,69105,N/A,0,protein binding
GL50803_0016861,GL50803_0016861_t1,Giardia Assemblage A isolate WB 2019,unspecified product,298,33656,N/A,0,N/A
GL50803_0016862,GL50803_0016862_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",299,33726,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50803_0016863,GL50803_0016863_t1,Giardia Assemblage A isolate WB 2019,Caffeine-induced death protein 1-like protein,677,76048,Nucleotidyltransferase superfamily,0,nucleotidyltransferase activity
GL50803_0016867,GL50803_0016867_t1,Giardia Assemblage A isolate WB 2019,AAA family ATPase,870,96360,Aspartate decarboxylase-like domain superfamily;P-loop containing nucleoside triphosphate hydrolase;CDC48 domain 2-like superfamily,0,ATP binding;ATP hydrolysis activity
GL50803_0016869,GL50803_0016869_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1722,189440,N/A,0,N/A
GL50803_0016875,GL50803_0016875_t1,Giardia Assemblage A isolate WB 2019,unspecified product,334,36035,N/A,0,N/A
GL50803_0016876,GL50803_0016876_t1,Giardia Assemblage A isolate WB 2019,unspecified product,300,34896,N/A,0,N/A
GL50803_0016877,GL50803_0016877_t1,Giardia Assemblage A isolate WB 2019,Zinc finger domain protein,128,14672,Zinc finger C2H2 superfamily,0,nucleic acid binding;zinc ion binding
GL50803_0016879,GL50803_0016879_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",958,105581,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50803_0016880,GL50803_0016880_t1,Giardia Assemblage A isolate WB 2019,Multidrug resistance protein B,556,61257,MFS transporter superfamily,14,transmembrane transporter activity
GL50803_0016882,GL50803_0016882_t1,Giardia Assemblage A isolate WB 2019,Bystin,479,53096,N/A,0,N/A
GL50803_0016887,GL50803_0016887_t1,Giardia Assemblage A isolate WB 2019,putative ATP-dependent RNA helicase HAS1,547,60676,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;RNA helicase activity;nucleic acid binding
GL50803_0016888,GL50803_0016888_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1195,129061,N/A,6,N/A
GL50803_0016889,GL50803_0016889_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",561,61899,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50803_0016891,GL50803_0016891_t1,Giardia Assemblage A isolate WB 2019,Leucine rich repeat protein,261,29101,N/A,0,N/A
GL50803_0016893,GL50803_0016893_t1,Giardia Assemblage A isolate WB 2019,Kelch motif-containing protein,930,102202,Kelch-type beta propeller,0,protein binding
GL50803_0016894,GL50803_0016894_t1,Giardia Assemblage A isolate WB 2019,Calcineurin-like phosphoesterase,504,57602,Metallo-dependent phosphatase-like,0,hydrolase activity
GL50803_0016900,GL50803_0016900_t1,Giardia Assemblage A isolate WB 2019,Collagen alpha 1 chain,531,59330,WD40-repeat-containing domain superfamily,0,protein binding
GL50803_0016902,GL50803_0016902_t1,Giardia Assemblage A isolate WB 2019,unspecified product,994,109298,N/A,0,N/A
GL50803_0016903,GL50803_0016903_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,789,87712,Ankyrin repeat-containing domain superfamily,0,N/A
GL50803_0016905,GL50803_0016905_t1,Giardia Assemblage A isolate WB 2019,DinF protein,585,64352,N/A,10,N/A
GL50803_0016906,GL50803_0016906_t1,Giardia Assemblage A isolate WB 2019,Phosphatidate cytidylyltransferase,376,41618,N/A,8,phosphatidate cytidylyltransferase activity
GL50803_0016910,GL50803_0016910_t1,Giardia Assemblage A isolate WB 2019,unspecified product,441,48417,N/A,0,N/A
GL50803_0016912,GL50803_0016912_t1,Giardia Assemblage A isolate WB 2019,unspecified product,340,38715,N/A,0,"ATP binding;inositol tetrakisphosphate 1-kinase activity;inositol-1,3,4-trisphosphate 5-kinase activity;inositol-1,3,4-trisphosphate 6-kinase activity;magnesium ion binding"
GL50803_0016914,GL50803_0016914_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1500,165058,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0016915,GL50803_0016915_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,768,84079,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0016916,GL50803_0016916_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1661,186506,N/A,1,N/A
GL50803_0016920,GL50803_0016920_t1,Giardia Assemblage A isolate WB 2019,WD-containing protein,732,80464,WD40-repeat-containing domain superfamily,0,protein binding
GL50803_0016922,GL50803_0016922_t1,Giardia Assemblage A isolate WB 2019,unspecified product,978,108968,N/A,0,N/A
GL50803_0016923,GL50803_0016923_t1,Giardia Assemblage A isolate WB 2019,unspecified product,702,77762,N/A,0,N/A
GL50803_0016924,GL50803_0016924_t1,Giardia Assemblage A isolate WB 2019,20S proteasome alpha subunit 1,247,27335,"Nucleophile aminohydrolases, N-terminal",0,N/A
GL50803_0016925,GL50803_0016925_t1,Giardia Assemblage A isolate WB 2019,unspecified product,632,70400,N/A,0,N/A
GL50803_0016926,GL50803_0016926_t1,Giardia Assemblage A isolate WB 2019,unspecified product,504,56805,N/A,0,N/A
GL50803_0016928,GL50803_0016928_t1,Giardia Assemblage A isolate WB 2019,DHHC palmitoyltransferase,382,43506,N/A,4,palmitoyltransferase activity
GL50803_0016929,GL50803_0016929_t1,Giardia Assemblage A isolate WB 2019,unspecified product,523,58862,N/A,0,N/A
GL50803_0016930,GL50803_0016930_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1350,152373,N/A,0,N/A
GL50803_0016931,GL50803_0016931_t1,Giardia Assemblage A isolate WB 2019,unspecified product,407,45836,N/A,0,N/A
GL50803_0016934,GL50803_0016934_t1,Giardia Assemblage A isolate WB 2019,Tetratricopeptide repeat protein,1375,155223,Tetratricopeptide-like helical domain superfamily,0,protein binding
GL50803_0016935,GL50803_0016935_t1,Giardia Assemblage A isolate WB 2019,unspecified product,874,93684,N/A,0,N/A
